Date,Recorder,Site,Block,Plot,Quadrant,Species,Cover,Notes,survey
07/01/2024,BB,Boothby,NE,323,1,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,323,1,Cirsium discolor,5,,A
07/01/2024,BB,Boothby,NE,323,1,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,323,2,Epilobium parviflorum,40,,A
07/01/2024,BB,Boothby,NE,323,2,Cirsium discolor,10,,A
07/01/2024,BB,Boothby,NE,323,2,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,323,2,Bare ground,10,,A
07/01/2024,BB,Boothby,NE,323,2,Epilobium tetragonum,30,,A
07/01/2024,BB,Boothby,NE,323,3,Epilobium parviflorum,50,,A
07/01/2024,BB,Boothby,NE,323,3,Epilobium tetragonum,15,,A
07/01/2024,BB,Boothby,NE,323,3,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,323,3,Cirsium discolor,10,,A
07/01/2024,BB,Boothby,NE,323,3,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,323,4,Epilobium parviflorum,20,,A
07/01/2024,BB,Boothby,NE,323,4,Epilobium tetragonum,40,,A
07/01/2024,BB,Boothby,NE,323,4,Cirsium discolor,15,,A
07/01/2024,BB,Boothby,NE,323,4,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,323,4,Cirsium tuberosum,5,,A
07/01/2024,BB,Boothby,NE,323,4,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,322,1,Bromus hordeaceus,80,,A
07/01/2024,BB,Boothby,NE,322,1,Holcus lanatus,20,,A
07/01/2024,BB,Boothby,NE,322,2,Bromus hordeaceus,20,,A
07/01/2024,BB,Boothby,NE,322,2,Holcus lanatus,70,,A
07/01/2024,BB,Boothby,NE,322,2,Bromus sterilis,30,,A
07/01/2024,BB,Boothby,NE,322,3,Bromus hordeaceus,69,,A
07/01/2024,BB,Boothby,NE,322,3,Holcus lanatus,20,,A
07/01/2024,BB,Boothby,NE,322,3,Epilobium hirsutum,1,,A
07/01/2024,BB,Boothby,NE,322,3,Cirsium tuberosum,5,,A
07/01/2024,BB,Boothby,NE,322,3,Bare ground,5,,A
07/01/2024,BB,Boothby,NE,322,4,Bromus hordeaceus,10,,A
07/01/2024,BB,Boothby,NE,322,4,Holcus lanatus,70,,A
07/01/2024,BB,Boothby,NE,322,4,Bromus hordeaceus,15,,A
07/01/2024,BB,Boothby,NE,322,4,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,321,1,Cirsium discolor,20,,A
07/01/2024,BB,Boothby,NE,321,1,Quercus petraea,10,,A
07/01/2024,BB,Boothby,NE,321,1,Rumex conglomeratus,10,,A
07/01/2024,BB,Boothby,NE,321,1,Populus alba,5,,A
07/01/2024,BB,Boothby,NE,321,1,Vicia tetrasperma,1,,A
07/01/2024,BB,Boothby,NE,321,1,Picea abies,0,,A
07/01/2024,BB,Boothby,NE,321,1,Fagus sylvatica,0,10% overhang,A
07/01/2024,BB,Boothby,NE,321,1,Bare ground,10,,A
07/01/2024,BB,Boothby,NE,321,1,Moss,45,,A
07/01/2024,BB,Boothby,NE,321,1,Twigs,3,,A
07/01/2024,BB,Boothby,NE,321,1,Agrostis stolonifera,5,,A
07/01/2024,BB,Boothby,NE,321,1,Epilobium hirsutum,1,,A
07/01/2024,BB,Boothby,NE,321,2,Cirsium discolor,1,,A
07/01/2024,BB,Boothby,NE,321,2,Rumex conglomeratus,24,,A
07/01/2024,BB,Boothby,NE,321,2,Ranunculus bulbosus,1,,A
07/01/2024,BB,Boothby,NE,321,2,Populus tremuloides,5,,A
07/01/2024,BB,Boothby,NE,321,2,Bare ground,40,,A
07/01/2024,BB,Boothby,NE,321,2,Moss,30,,A
07/01/2024,BB,Boothby,NE,321,2,Sample 4,3,Sample 4,A
07/01/2024,BB,Boothby,NE,321,3,Cirsium discolor,5,,A
07/01/2024,BB,Boothby,NE,321,3,Quercus petraea,1,,A
07/01/2024,BB,Boothby,NE,321,3,Rumex conglomeratus,10,,A
07/01/2024,BB,Boothby,NE,321,3,Rosa agrestis,5,,A
07/01/2024,BB,Boothby,NE,321,3,Rubus saxatilis,5,,A
07/01/2024,BB,Boothby,NE,321,3,Pyrola minor,5,,A
07/01/2024,BB,Boothby,NE,321,3,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,321,3,Agrostis stolonifera,10,,A
07/01/2024,BB,Boothby,NE,321,3,Moss,45,,A
07/01/2024,BB,Boothby,NE,321,3,Bare ground,5,,A
07/01/2024,BB,Boothby,NE,321,3,Picea abies,0,,A
07/01/2024,BB,Boothby,NE,321,3,Twigs,5,,A
07/01/2024,BB,Boothby,NE,321,4,Cirsium discolor,5,,A
07/01/2024,BB,Boothby,NE,321,4,Rumex conglomeratus,10,,A
07/01/2024,BB,Boothby,NE,321,4,Geum aleppicum,1,,A
07/01/2024,BB,Boothby,NE,321,4,Epilobium tetragonum,2,,A
07/01/2024,BB,Boothby,NE,321,4,Holcus lanatus,10,,A
07/01/2024,BB,Boothby,NE,321,4,Vicia tetrasperma,4,,A
07/01/2024,BB,Boothby,NE,321,4,Moss,70,,A
07/01/2024,BB,Boothby,NE,321,4,Bare ground,20,,A
07/01/2024,BB,Boothby,NE,333,1,Epilobium parviflorum,15,,A
07/01/2024,BB,Boothby,NE,333,1,Epilobium tetragonum,10,,A
07/01/2024,BB,Boothby,NE,333,1,Matricaria chamomilla,5,,A
07/01/2024,BB,Boothby,NE,333,1,Epilobium hirsutum,10,,A
07/01/2024,BB,Boothby,NE,333,1,Brassica rapa,5,,A
07/01/2024,BB,Boothby,NE,333,1,Rosa multiflora ,10,,A
07/01/2024,BB,Boothby,NE,333,1,Cirsium discolor,5,,A
07/01/2024,BB,Boothby,NE,333,1,Bare ground,60,,A
07/01/2024,BB,Boothby,NE,333,1,Twigs,5,,A
07/01/2024,BB,Boothby,NE,333,1,Moss,1,,A
07/01/2024,BB,Boothby,NE,333,1,Agrostis stolonifera,5,,A
07/01/2024,BB,Boothby,NE,333,2,Epilobium parviflorum,15,,A
07/01/2024,BB,Boothby,NE,333,2,Epilobium tetragonum,15,,A
07/01/2024,BB,Boothby,NE,333,2,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,333,2,Epilobium palustre,10,,A
07/01/2024,BB,Boothby,NE,333,2,Matricaria chamomilla,10,,A
07/01/2024,BB,Boothby,NE,333,2,Brassica rapa,5,,A
07/01/2024,BB,Boothby,NE,333,2,Cirsium discolor,10,,A
07/01/2024,BB,Boothby,NE,333,2,Bare ground,30,,A
07/01/2024,BB,Boothby,NE,333,3,Epilobium parviflorum,15,,A
07/01/2024,BB,Boothby,NE,333,3,Epilobium tetragonum,10,,A
07/01/2024,BB,Boothby,NE,333,3,Matricaria chamomilla,10,,A
07/01/2024,BB,Boothby,NE,333,3,Epilobium hirsutum,5,,A
07/01/2024,BB,Boothby,NE,333,3,Cirsium discolor,10,,A
07/01/2024,BB,Boothby,NE,333,3,Bare ground,70,,A
07/01/2024,BB,Boothby,NE,333,3,Agrostis stolonifera,1,,A
07/01/2024,BB,Boothby,NE,333,4,Epilobium tetragonum,15,,A
07/01/2024,BB,Boothby,NE,333,4,Epilobium parviflorum,10,,A
07/01/2024,BB,Boothby,NE,333,4,Cirsium discolor,25,,A
07/01/2024,BB,Boothby,NE,333,4,Brassica rapa,5,,A
07/01/2024,BB,Boothby,NE,333,4,Matricaria chamomilla,5,,A
07/01/2024,BB,Boothby,NE,333,4,Bare ground,50,,A
07/01/2024,BB,Boothby,NE,333,4,Galium aparine,4,,A
07/01/2024,BB,Boothby,NE,333,4,Hyacinthoides non-scripta,8,,A
07/02/2024,EL,Boothby,S,112,1,Epilobium montanum,5,,A
07/02/2024,EL,Boothby,S,112,1,Triticum aestivum,85,,A
07/02/2024,EL,Boothby,S,112,1,Bare ground,10,,A
07/02/2024,EL,Boothby,S,112,2,Epilobium montanum,5,,A
07/02/2024,EL,Boothby,S,112,2,Lolium perenne,5,,A
07/02/2024,EL,Boothby,S,112,2,Triticum aestivum,80,,A
07/02/2024,EL,Boothby,S,112,2,Bare ground,10,,A
07/02/2024,EL,Boothby,S,112,3,Triticum aestivum,90,,A
07/02/2024,EL,Boothby,S,112,3,Bare ground,10,,A
07/02/2024,EL,Boothby,S,112,4,Epilobium montanum,5,,A
07/02/2024,EL,Boothby,S,112,4,Epilobium hirsutum,5,,A
07/02/2024,EL,Boothby,S,112,4,Triticum aestivum,80,,A
07/02/2024,EL,Boothby,S,112,4,Bare ground,10,,A
07/02/2024,EL,Boothby,S,121,1,Arrhenatherum elatius,100,,A
07/02/2024,EL,Boothby,S,121,2,Arrhenatherum elatius,100,,A
07/02/2024,EL,Boothby,S,121,3,Arrhenatherum elatius,100,,A
07/02/2024,EL,Boothby,S,121,4,Arrhenatherum elatius,94,,A
07/02/2024,EL,Boothby,S,121,4,Holcus lanatus,5,,A
07/02/2024,EL,Boothby,S,121,4,Dactylis glomerata,1,,A
07/02/2024,EL,Boothby,S,123,1,Dipsacus fullonum,40,,A
07/02/2024,EL,Boothby,S,123,1,Epilobium hirsutum,15,,A
07/02/2024,EL,Boothby,S,123,1,Holcus lanatus,25,,A
07/02/2024,EL,Boothby,S,123,1,Bromus hordeaceus,10,,A
07/02/2024,EL,Boothby,S,123,1,Poa pratensis,5,,A
07/02/2024,EL,Boothby,S,123,1,Bare ground,5,,A
07/02/2024,EL,Boothby,S,123,2,Agrostis stolonifera,10,,A
07/02/2024,EL,Boothby,S,123,2,Holcus lanatus,5,,A
07/02/2024,EL,Boothby,S,123,2,Lolium perenne,1,,A
07/02/2024,EL,Boothby,S,123,2,Festuca rubra,5,,A
07/02/2024,EL,Boothby,S,123,2,Epilobium hirsutum,70,,A
07/02/2024,EL,Boothby,S,123,2,Bare ground,20,,A
07/02/2024,EL,Boothby,S,123,3,Dactylis glomerata,25,,A
07/02/2024,EL,Boothby,S,123,3,Epilobium hirsutum,15,,A
07/02/2024,EL,Boothby,S,123,3,Holcus lanatus,10,,A
07/02/2024,EL,Boothby,S,123,3,Bromus hordeaceus,10,,A
07/02/2024,EL,Boothby,S,123,3,dead twigs,10,,A
07/02/2024,EL,Boothby,S,123,3,bare ground,19,,A
07/02/2024,EL,Boothby,S,123,3,Epilobium tetragonum,1,,A
07/02/2024,EL,Boothby,S,123,4,Dactylis glomerata,20,,A
07/02/2024,EL,Boothby,S,123,4,Epilobium hirsutum,80,,A
07/02/2024,EL,Boothby,S,123,4,Holcus lanatus,20,,A
07/02/2024,EL,Boothby,S,123,4,Agrostis stolonifera,10,,A
07/02/2024,EL,Boothby,S,123,4,Bare ground,5,,A
07/02/2024,EL,Boothby,S,122,1,Matricaria chamomilla,25,,A
07/02/2024,EL,Boothby,S,122,1,Bare ground,80,,A
07/02/2024,EL,Boothby,S,122,2,Matricaria chamomilla,5,,A
07/02/2024,EL,Boothby,S,122,2,Epilobium hirsutum,15,,A
07/02/2024,EL,Boothby,S,122,2,Epilobium tetragonum,5,,A
07/02/2024,EL,Boothby,S,122,2,Triticum aestivum,10,,A
07/02/2024,EL,Boothby,S,122,2,Bare ground,60,,A
07/02/2024,EL,Boothby,S,122,2,Senecio sylvaticus,5,,A
07/02/2024,EL,Boothby,S,122,3,Taraxacum officinale,4,,A
07/02/2024,EL,Boothby,S,122,3,Triticum aestivum,75,,A
07/02/2024,EL,Boothby,S,122,3,Bare ground,30,,A
07/02/2024,EL,Boothby,S,122,4,Taraxacum officinale,1,,A
07/02/2024,EL,Boothby,S,122,4,Triticum aestivum,89,,A
07/02/2024,EL,Boothby,S,122,4,Bare ground,10,,A
07/02/2024,EL,Boothby,C,313,1,Lolium perenne,60,,A
07/02/2024,EL,Boothby,C,313,1,Geranium dissectum ,10,,A
07/02/2024,EL,Boothby,C,313,1,Festuca subuliflora,1,,A
07/02/2024,EL,Boothby,C,313,1,Epilobium tetragonum,1,,A
07/02/2024,EL,Boothby,C,313,2,Lolium perenne,15,,A
07/02/2024,EL,Boothby,C,313,2,Bromus commutatus,10,,A
07/02/2024,EL,Boothby,C,313,2,Epilobium hirsutum,10,,A
07/02/2024,EL,Boothby,C,313,2,Geranium dissectum ,5,,A
07/02/2024,EL,Boothby,C,313,2,Vicia faba,5,,A
07/02/2024,EL,Boothby,C,313,2,Alopecurus myosuroides,5,,A
07/02/2024,EL,Boothby,C,313,2,Bare ground,50,,A
07/02/2024,EL,Boothby,C,313,3,Lolium perenne,50,,A
07/02/2024,EL,Boothby,C,313,3,Alopecurus myosuroides,1,,A
07/02/2024,EL,Boothby,C,313,3,Geranium dissectum ,10,,A
07/02/2024,EL,Boothby,C,313,3,Vicia faba,5,,A
07/02/2024,EL,Boothby,C,313,3,Cirsium tuberosum,4,,A
07/02/2024,EL,Boothby,C,313,3,Bare ground,40,,A
07/02/2024,EL,Boothby,C,313,4,Lolium perenne,25,,A
07/02/2024,EL,Boothby,C,313,4,Alopecurus myosuroides,5,,A
07/02/2024,EL,Boothby,C,313,4,Geranium dissectum ,10,,A
07/02/2024,EL,Boothby,C,313,4,Bromus commutatus,5,,A
07/02/2024,EL,Boothby,C,313,4,Bare ground,54,,A
07/02/2024,EL,Boothby,C,313,4,Helminthotheca echioides,1,,A
07/02/2024,EL,Boothby,C,331,1,Epilobium parviflorum,40,,A
07/02/2024,EL,Boothby,C,331,1,Epilobium hirsutum,10,,A
07/02/2024,EL,Boothby,C,331,1,Triticum aestivum,1,,A
07/02/2024,EL,Boothby,C,331,1,Phleum alpinum,1,,A
07/02/2024,EL,Boothby,C,331,1,Lolium perenne,5,,A
07/02/2024,EL,Boothby,C,331,1,Sonchus asper,5,,A
07/02/2024,EL,Boothby,C,331,1,moss,40,,A
07/02/2024,EL,Boothby,C,331,1,twigs,5,,A
07/02/2024,EL,Boothby,C,331,1,Bare ground,5,,A
07/02/2024,EL,Boothby,C,331,1,Alopecurus myosuroides,5,,A
07/02/2024,EL,Boothby,C,331,2,Epilobium parviflorum,30,,A
07/02/2024,EL,Boothby,C,331,2,Epilobium hirsutum,10,,A
07/02/2024,EL,Boothby,C,331,2,Triticum aestivum,5,,A
07/02/2024,EL,Boothby,C,331,2,Sonchus asper,5,,A
07/02/2024,EL,Boothby,C,331,2,Alopecurus myosuroides,15,,A
07/02/2024,EL,Boothby,C,331,2,Matricaria chamomilla,1,,A
07/02/2024,EL,Boothby,C,331,2,Phleum pratense,1,,A
07/02/2024,EL,Boothby,C,331,2,moss,10,,A
07/02/2024,EL,Boothby,C,331,2,Bare ground,30,,A
07/02/2024,EL,Boothby,C,331,3,Epilobium tetragonum,15,,A
07/02/2024,EL,Boothby,C,331,3,Epilobium parviflorum,15,,A
07/02/2024,EL,Boothby,C,331,3,Epilobium hirsutum,5,,A
07/02/2024,EL,Boothby,C,331,3,Epilobium ciliatum,5,,A
07/02/2024,EL,Boothby,C,331,3,Alopecurus myosuroides,20,,A
07/02/2024,EL,Boothby,C,331,3,Lolium perenne,15,,A
07/02/2024,EL,Boothby,C,331,3,Cirsium arvense,5,,A
07/02/2024,EL,Boothby,C,331,3,Trifolium fragiferum,4,,A
07/02/2024,EL,Boothby,C,331,3,Trifolium hybridum,1,,A
07/02/2024,EL,Boothby,C,331,3,Triticum aestivum,2,,A
07/02/2024,EL,Boothby,C,331,3,Bare ground,60,,A
07/02/2024,EL,Boothby,C,331,4,Epilobium tetragonum,3,,A
07/02/2024,EL,Boothby,C,331,4,Epilobium parviflorum,2,,A
07/02/2024,EL,Boothby,C,331,4,Epilobium hirsutum,2,,A
07/02/2024,EL,Boothby,C,331,4,Epilobium ciliatum,10,,A
07/02/2024,EL,Boothby,C,331,4,Alopecurus myosuroides,5,,A
07/02/2024,EL,Boothby,C,331,4,Lolium perenne,20,,A
07/02/2024,EL,Boothby,C,331,4,Trifolium fragiferum,5,,A
07/02/2024,EL,Boothby,C,331,4,Bare ground,70,,A
07/02/2024,EL,Boothby,C,333,1,Sonchus asper,15,,A
07/02/2024,EL,Boothby,C,333,1,Crepis capillaris,5,,A
07/02/2024,EL,Boothby,C,333,1,Epilobium hirsutum,5,,A
07/02/2024,EL,Boothby,C,333,1,Pilosella officinarum,5,,A
07/02/2024,EL,Boothby,C,333,1,Taraxacum officinale,5,,A
07/02/2024,EL,Boothby,C,333,1,Lolium perenne,15,,A
07/02/2024,EL,Boothby,C,333,1,twigs,70,,A
07/02/2024,EL,Boothby,C,333,2,Lolium perenne,20,,A
07/02/2024,EL,Boothby,C,333,2,Convolvulus arvensis,10,,A
07/02/2024,EL,Boothby,C,333,2,Taraxacum officinale,10,,A
07/02/2024,EL,Boothby,C,333,2,twigs,60,,A
07/02/2024,EL,Boothby,C,333,3,Sonchus asper,5,,A
07/02/2024,EL,Boothby,C,333,3,Epilobium hirsutum,5,,A
07/02/2024,EL,Boothby,C,333,3,Lolium perenne,30,,A
07/02/2024,EL,Boothby,C,333,3,Taraxacum officinale,5,,A
07/02/2024,EL,Boothby,C,333,3,Crepis capillaris,10,,A
07/02/2024,EL,Boothby,C,333,3,Holcus lanatus,5,,A
07/02/2024,EL,Boothby,C,333,3,twigs,50,,A
07/02/2024,EL,Boothby,C,333,4,Helminthotheca echioides,5,,A
07/02/2024,EL,Boothby,C,333,4,Lolium perenne,20,,A
07/02/2024,EL,Boothby,C,333,4,Taraxacum officinale,3,,A
07/02/2024,EL,Boothby,C,333,4,Epilobium tetragonum,2,,A
07/02/2024,EL,Boothby,C,333,4,Crepis mollis,4,,A
07/02/2024,EL,Boothby,C,333,4,twigs,70,,A
02/07/2024,BB,Boothby,C,332,1,Crepis capillaris,35,,A
02/07/2024,BB,Boothby,C,332,1,Epilobium tetragonum,10,,A
02/07/2024,BB,Boothby,C,332,1,Epilobium parviflorum,10,,A
02/07/2024,BB,Boothby,C,332,1,Holcus lanatus,15,,A
02/07/2024,BB,Boothby,C,332,1,Twigs,60,,A
02/07/2024,BB,Boothby,C,332,2,Epilobium tetragonum,20,,A
02/07/2024,BB,Boothby,C,332,2,Crepis capillaris,15,,A
02/07/2024,BB,Boothby,C,332,2,Holcus lanatus,10,,A
02/07/2024,BB,Boothby,C,332,2,Epilobium hirsutum,10,,A
02/07/2024,BB,Boothby,C,332,2,Taraxacum officinale,10,,A
02/07/2024,BB,Boothby,C,332,2,Cirsium discolor,5,,A
02/07/2024,BB,Boothby,C,332,2,Bare ground,15,,A
02/07/2024,BB,Boothby,C,332,2,Twigs,20,,A
02/07/2024,BB,Boothby,C,332,3,Holcus lanatus,20,,A
02/07/2024,BB,Boothby,C,332,3,Crepis capillaris,15,,A
02/07/2024,BB,Boothby,C,332,3,Epilobium tetragonum,10,,A
02/07/2024,BB,Boothby,C,332,3,Epilobium parviflorum,5,,A
02/07/2024,BB,Boothby,C,332,3,Twigs,60,,A
02/07/2024,BB,Boothby,C,332,4,Holcus lanatus,30,,A
02/07/2024,BB,Boothby,C,332,4,Crepis capillaris,10,,A
02/07/2024,BB,Boothby,C,332,4,Epilobium parviflorum,15,,A
02/07/2024,BB,Boothby,C,332,4,Helminthotheca echioides,10,,A
02/07/2024,BB,Boothby,C,332,4,Epilobium angustifolium,5,,A
02/07/2024,BB,Boothby,C,332,4,Epilobium hirsutum,5,,A
02/07/2024,BB,Boothby,C,332,4,Twigs,40,,A
02/07/2024,BB,Boothby,C,332,4,Bare ground,10,,A
02/07/2024,BB,Boothby,C,323,1,Triticum aestivum,10,,A
02/07/2024,BB,Boothby,C,323,1,Crepis capillaris,10,,A
02/07/2024,BB,Boothby,C,323,1,Epilobium tetragonum,15,,A
02/07/2024,BB,Boothby,C,323,1,Holcus lanatus,5,,A
02/07/2024,BB,Boothby,C,323,1,Cirsium vulgare,15,,A
02/07/2024,BB,Boothby,C,323,1,Epilobium hirsutum,5,,A
02/07/2024,BB,Boothby,C,323,1,Twigs,50,,A
02/07/2024,BB,Boothby,C,323,2,Crepis mollis,10,,A
02/07/2024,BB,Boothby,C,323,2,Epilobium tetragonum,7,,A
02/07/2024,BB,Boothby,C,323,2,Epilobium parviflorum,8,,A
02/07/2024,BB,Boothby,C,323,2,Triticum aestivum,3,,A
02/07/2024,BB,Boothby,C,323,2,Cirsium discolor,6,,A
02/07/2024,BB,Boothby,C,323,2,Bromus hordeaceus,10,,A
02/07/2024,BB,Boothby,C,323,2,Bare ground,80,,A
02/07/2024,BB,Boothby,C,323,3,Triticum aestivum,5,,A
02/07/2024,BB,Boothby,C,323,3,Crepis mollis,15,,A
02/07/2024,BB,Boothby,C,323,3,Epilobium parviflorum,5,,A
02/07/2024,BB,Boothby,C,323,3,Helminthotheca echioides,10,,A
02/07/2024,BB,Boothby,C,323,3,Cirsium vulgare,5,,A
02/07/2024,BB,Boothby,C,323,3,Holcus lanatus,20,,A
02/07/2024,BB,Boothby,C,323,3,Lolium perenne,5,,A
02/07/2024,BB,Boothby,C,323,3,Bromus hordeaceus,1,,A
02/07/2024,BB,Boothby,C,323,3,Twigs,30,,A
02/07/2024,BB,Boothby,C,323,3,Bare ground,10,,A
02/07/2024,BB,Boothby,C,323,4,Bromus hordeaceus,5,,A
02/07/2024,BB,Boothby,C,323,4,Triticum aestivum,1,,A
02/07/2024,BB,Boothby,C,323,4,Crepis capillaris,3,,A
02/07/2024,BB,Boothby,C,323,4,Epilobium parviflorum,6,,A
02/07/2024,BB,Boothby,C,323,4,Cirsium vulgare,5,,A
02/07/2024,BB,Boothby,C,323,4,Twigs,20,,A
02/07/2024,BB,Boothby,C,323,4,Bare ground,60,,A
02/07/2024,BB,Boothby,C,323,4,Holcus lanatus,20,,A
02/07/2024,BB,Boothby,C,322,1,Triticum aestivum,50,,A
02/07/2024,BB,Boothby,C,322,1,Bare ground,35,,A
02/07/2024,BB,Boothby,C,322,1,Lolium perenne,10,,A
02/07/2024,BB,Boothby,C,322,1,Moss,5,,A
02/07/2024,BB,Boothby,C,322,2,Triticum aestivum,30,,A
02/07/2024,BB,Boothby,C,322,2,Matricaria chamomilla,5,,A
02/07/2024,BB,Boothby,C,322,2,Bare ground,55,,A
02/07/2024,BB,Boothby,C,322,2,Moss,10,,A
02/07/2024,BB,Boothby,C,322,2,Lolium perenne,10,,A
02/07/2024,BB,Boothby,C,322,3,Triticum aestivum,55,,A
02/07/2024,BB,Boothby,C,322,3,Matricaria chamomilla,5,,A
02/07/2024,BB,Boothby,C,322,3,Bare ground,30,,A
02/07/2024,BB,Boothby,C,322,3,Moss,5,,A
02/07/2024,BB,Boothby,C,322,3,Lolium perenne,15,,A
02/07/2024,BB,Boothby,C,322,4,Triticum aestivum,55,,A
02/07/2024,BB,Boothby,C,322,4,Matricaria chamomilla,10,,A
02/07/2024,BB,Boothby,C,322,4,Bare ground,20,,A
02/07/2024,BB,Boothby,C,322,4,Moss,5,,A
02/07/2024,BB,Boothby,C,322,4,Lolium perenne,10,,A
02/07/2024,BB,Boothby,C,321,1,Epilobium tetragonum,35,,A
02/07/2024,BB,Boothby,C,321,1,Triticum aestivum,5,,A
02/07/2024,BB,Boothby,C,321,1,Lolium perenne,10,,A
02/07/2024,BB,Boothby,C,321,1,Bromus hordeaceus,5,,A
02/07/2024,BB,Boothby,C,321,1,Poa trivialis,5,,A
02/07/2024,BB,Boothby,C,321,1,Epilobium hirsutum,5,,A
02/07/2024,BB,Boothby,C,321,1,Bare ground,20,,A
02/07/2024,BB,Boothby,C,321,1,Twigs,15,,A
02/07/2024,BB,Boothby,C,321,1,Epilobium parviflorum,1,,A
02/07/2024,BB,Boothby,C,321,2,Epilobium parviflorum,6,,A
02/07/2024,BB,Boothby,C,321,2,Epilobium ciliatum,1,,A
02/07/2024,BB,Boothby,C,321,2,Epilobium tetragonum,8,,A
02/07/2024,BB,Boothby,C,321,2,Epilobium hirsutum,2,,A
02/07/2024,BB,Boothby,C,321,2,Triticum aestivum,5,,A
02/07/2024,BB,Boothby,C,321,2,Holcus lanatus,20,,A
02/07/2024,BB,Boothby,C,321,2,Bare ground,65,,A
02/07/2024,BB,Boothby,C,321,2,Cirsium discolor,7,,A
02/07/2024,BB,Boothby,C,321,3,Taraxacum officinale,25,,A
02/07/2024,BB,Boothby,C,321,3,Cirsium discolor,5,,A
02/07/2024,BB,Boothby,C,321,3,Epilobium parviflorum,5,,A
02/07/2024,BB,Boothby,C,321,3,Holcus lanatus,15,,A
02/07/2024,BB,Boothby,C,321,3,Triticum aestivum,5,,A
02/07/2024,BB,Boothby,C,321,3,Poa trivialis,5,,A
02/07/2024,BB,Boothby,C,321,3,Filago pyramidata,5,,A
02/07/2024,BB,Boothby,C,321,3,Bromus hordeaceus,5,,A
02/07/2024,BB,Boothby,C,321,3,Lolium perenne,5,,A
02/07/2024,BB,Boothby,C,321,3,Twigs,10,,A
02/07/2024,BB,Boothby,C,321,3,Bare ground,15,,A
02/07/2024,BB,Boothby,C,321,4,Holcus lanatus,35,,A
02/07/2024,BB,Boothby,C,321,4,Cirsium discolor,15,,A
02/07/2024,BB,Boothby,C,321,4,Epilobium tetragonum,10,,A
02/07/2024,BB,Boothby,C,321,4,Epilobium hirsutum,5,,A
02/07/2024,BB,Boothby,C,321,4,Epilobium ciliatum,3,,A
02/07/2024,BB,Boothby,C,321,4,Epilobium parviflorum,8,,A
02/07/2024,BB,Boothby,C,321,4,Bare ground,40,,A
02/07/2024,BB,Boothby,C,312,1,Lolium perenne,55,,A
02/07/2024,BB,Boothby,C,312,1,Festuca rubra,30,,A
02/07/2024,BB,Boothby,C,312,1,Acer campestre,5,,A
02/07/2024,BB,Boothby,C,312,1,Bare ground,10,,A
02/07/2024,BB,Boothby,C,312,2,Lolium perenne,30,,A
02/07/2024,BB,Boothby,C,312,2,Festuca rubra,20,,A
02/07/2024,BB,Boothby,C,312,2,Taraxacum officinale,5,,A
02/07/2024,BB,Boothby,C,312,2,Bare ground,45,,A
02/07/2024,BB,Boothby,C,312,3,Cirsium dissectum,4,,A
02/07/2024,BB,Boothby,C,312,3,Epilobium tetragonum,1,,A
02/07/2024,BB,Boothby,C,312,3,Lolium perenne,30,,A
02/07/2024,BB,Boothby,C,312,3,Festuca rubra,20,,A
02/07/2024,BB,Boothby,C,312,3,Bare ground,50,,A
02/07/2024,BB,Boothby,C,312,4,Lolium perenne,60,,A
02/07/2024,BB,Boothby,C,312,4,Festuca rubra,10,,A
02/07/2024,BB,Boothby,C,312,4,Bare ground,40,,A
02/07/2024,BB,Boothby,C,311,1,Epilobium parviflorum,3,,A
02/07/2024,BB,Boothby,C,311,1,Bromus hordeaceus,8,,A
02/07/2024,BB,Boothby,C,311,1,Sonchus asper,9,,A
02/07/2024,BB,Boothby,C,311,1,Epilobium ciliatum,3,,A
02/07/2024,BB,Boothby,C,311,1,Bare ground,90,,A
02/07/2024,BB,Boothby,C,311,2,Bromus hordeaceus,10,,A
02/07/2024,BB,Boothby,C,311,2,Senecio vulgaris,5,,A
02/07/2024,BB,Boothby,C,311,2,Twigs,20,,A
02/07/2024,BB,Boothby,C,311,2,Bare ground,65,,A
02/07/2024,BB,Boothby,C,311,3,Borago pygmaea,3,,A
02/07/2024,BB,Boothby,C,311,3,Bromus hordeaceus,8,,A
02/07/2024,BB,Boothby,C,311,3,Epilobium ciliatum,4,,A
02/07/2024,BB,Boothby,C,311,3,Epilobium parviflorum,4,,A
02/07/2024,BB,Boothby,C,311,3,Senecio sylvaticus,3,,A
02/07/2024,BB,Boothby,C,311,3,Bare ground,80,,A
02/07/2024,BB,Boothby,C,311,4,Bromus hordeaceus,10,,A
02/07/2024,BB,Boothby,C,311,4,Epilobium parviflorum,5,,A
02/07/2024,BB,Boothby,C,311,4,Sonchus asper,5,,A
02/07/2024,BB,Boothby,C,311,4,Twigs,20,,A
02/07/2024,BB,Boothby,C,311,4,Bare ground,60,,A
