Date,Recorder,Location,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-06-28,Nell Pates,Knepp,Knepp,S,X,333,4,Just leaves,Lotus pendunculatus,5,,geek.lizards.soup,
2022-06-28,Nell Pates,Knepp,Knepp,S,X,333,4,Triplet leaves,Trifolium dubium,2,,geek.lizards.soup,
2022-06-28,Nell Pates,Knepp,Knepp,S,X,333,4,senesced grass,senesced grass,10,,geek.lizards.soup,
2022-06-28,Nell Pates,Knepp,Knepp,S,X,333,4,bare soil,bare soil,5,,geek.lizards.soup,
2022-06-28,Nell Pates,Knepp,Knepp,S,X,333,4,Goat willow sapling,Salix caprea,10,sapling,geek.lizards.soup,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,1,Grass 1 (Hordeum murinum),Hordeum secalinum,40,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,1,Grass 2 (Holcus lanatus?),Holcus lanatus,30,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,1,Grass 3 (Poa trivialis?),Agrostis stolonifera,5,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,1,Grass 4 (Timothy?),Phleum pratense,2,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,1,senesced grass,senesced grass,50,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,2,Grass 1 (Hordeum murinum),Hordeum secalinum,30,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,2,Grass 2 (Holcus lanatus?),Holcus lanatus,40,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,2,Grass 5 (Poa trivialis?),Agrostis capillaris,2,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,2,senesced grass,senesced grass,40,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,2,Grass 3 (Poa trivialis?),Agrostis stolonifera,1,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,3,Grass 1 (Hordeum murinum),Hordeum secalinum,40,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,3,Grass 2 (Holcus lanatus?),Holcus lanatus,50,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,3,Grass 3 (Poa trivialis?),Agrostis stolonifera,1,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,3,Grass 5 (Poa trivialis?),Agrostis capillaris,2,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,3,senesced grass,senesced grass,50,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,4,Grass 1 (Hordeum murinum),Hordeum secalinum,10,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,4,Grass 2 (Holcus lanatus?),Holcus lanatus,70,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,4,Grass 3 (Poa trivialis?),Agrostis stolonifera,3,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,4,Grass 5 (Poa trivialis?),Agrostis capillaris,2,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,122,4,senesced grass,senesced grass,40,,rival.breached.stowing,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,1,Grass 1 (Holcus lanatus),Holcus lanatus,30,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,1,Grass 2 (Poa trivialis),Agrostis capillaris,45,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,1,Thistle,Cirsium arvense,9,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,1,Potentilla reptans,Potentilla reptans,85,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Holcus lanatus,Holcus lanatus,6,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Hordeum murinum,Hordeum secalinum,1,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Grass 3 (Poa trivialis),Agrostis capillaris,25,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Grass 4 (soft brome?),Bromus hordeaceus,1,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Thistle,Cirsium arvense,10,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,2,Potentilla reptans,Potentilla reptans,75,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,3,Holcus lanatus,Holcus lanatus,30,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,3,Grass 5 (small Timothy?),Phleum bertolonii,1,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,3,Grass 2 (Poa trivialis),Agrostis capillaris,20,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,3,Thistle,Cirsium arvense,35,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,3,Potentilla reptans,Potentilla reptans,65,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Holcus lanatus,Holcus lanatus,25,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Grass 3 (Poa trivialis),Agrostis capillaris,25,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Grass 5 (small Timothy?),Phleum bertolonii,2.5,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Grass 4 (soft brome?),Bromus hordeaceus,1,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Thistle,Cirsium arvense,40,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,112,4,Potentilla reptans,Potentilla reptans,70,,crumb.bunks.peroxide,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,1,Holcus lanatus,Holcus lanatus,85,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,1,Grass 2 (Poa trivialis),Agrostis stolonifera,15,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,1,Potentilla reptans,Potentilla reptans,40,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,1,White clover,Trifolium repens,20,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,Holcus lanatus,Holcus lanatus,35,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,Grass 2 (Poa trivialis),Agrostis stolonifera,35,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,Grass 5 (small Timothy?),Phleum bertolonii,10,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,Potentilla reptans,Potentilla reptans,25,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,White clover,Trifolium repens,35,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,2,Animal droppings,animal droppings,6,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,Holcus lanatus,Holcus lanatus,25,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,Grass 2 (Poa trivialis),Agrostis stolonifera,50,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,Potentilla reptans,Potentilla reptans,35,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,White clover,Trifolium repens,15,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,Stellaria graminea,Stellaria graminea,10,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,3,Grass 5 (small Timothy?),Phleum bertolonii,2,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,Holcus lanatus,Holcus lanatus,75,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,Grass 2 (Poa trivialis),Agrostis stolonifera,15,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,Grass 5 (small Timothy?),Phleum bertolonii,5,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,Potentilla reptans,Potentilla reptans,10,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,White clover,Trifolium repens,20,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,111,4,Stellaria graminea,Stellaria graminea,5,,suitable.conspired.revolting,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,1,Grass 2 (Poa trivialis),Agrostis stolonifera,95,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,1,Grass 5 (small Timothy?),Phleum bertolonii,2,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,1,White clover,Trifolium repens,50,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,2,Grass 2 (Poa trivialis),Agrostis stolonifera,95,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,2,Grass 5 (small Timothy?),Phleum bertolonii,2,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,2,White clover,Trifolium repens,75,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,2,Grass 7 (Lolium sp?),Lolium perenne,0.1,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,3,Grass 2 (Poa trivialis),Agrostis stolonifera,90,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,3,Grass 5 (small Timothy?),Phleum bertolonii,0.1,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,3,Grass 7 (Lolium sp?),Lolium perenne,1,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,3,White clover,Trifolium repens,60,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,4,Grass 2 (Poa trivialis),Agrostis stolonifera,80,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,4,Grass 5 (small Timothy?),Phleum bertolonii,1,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,4,Grass 7 (Lolium sp?),Lolium perenne,3,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,4,White clover,Trifolium repens,45,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,113,4,animal droppings,animal droppings,2,,somewhere.sculpting.cookery,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,Thistle,Cirsium arvense,40,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,Holcus lanatus,Holcus lanatus,40,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,Grass 2 (Poa trivialis),Agrostis stolonifera,5,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,dead thistle,Cirsium arvense,5,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,White clover,Trifolium repens,4,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,1,senesced grass,senesced grass,35,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,2,Thistle,Cirsium arvense,85,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,2,Holcus lanatus,Holcus lanatus,15,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,2,White clover,Trifolium repens,5,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,2,Grass 2 (Poa trivialis),Agrostis stolonifera,1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,2,senesced grass,senesced grass,5,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,Thistle,Cirsium arvense,80,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,Holcus lanatus,Holcus lanatus,8,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,Grass 6 (big Timothy?),Phleum pratense,0.1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,Grass 5 (small Timothy?),Phleum bertolonii,1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,Grass 4 (soft brome?),Bromus hordeaceus,0.1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,White clover,Trifolium repens,5,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,3,senesced grass,senesced grass,35,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,Thistle,Cirsium arvense,55,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,Holcus lanatus,Holcus lanatus,45,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,Grass 2 (Poa trivialis),Agrostis stolonifera,2,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,Hordeum murinum,Hordeum secalinum,0.1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,Grass 4 (soft brome?),Bromus hordeaceus,1,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,White clover,Trifolium repens,2,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,133,4,senesced grass,senesced grass,20,,stacks.nearing.shortens,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,Thistle,Cirsium arvense,50,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,Grass 1 (Timothy),Phleum pratense,35,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,Grass 2 (Holcus lanatus?),Holcus lanatus,5,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,Grass 3 (Agrostis capillaris?),Agrostis capillaris,20,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,senesced grass,senesced grass,20,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,1,Buttercup sp,Ranunculus acris,1,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,2,Grass 1 (Timothy),Phleum pratense,15,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,2,Grass 2 (Holcus lanatus?),Holcus lanatus,5,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,2,Grass 3 (Agrostis capillaris?),Agrostis capillaris,70,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,2,Thistle,Cirsium arvense,15,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,2,sticks,sticks,2,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,3,Thistle,Cirsium arvense,5,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,3,Grass 1 (Timothy),Phleum pratense,30,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,3,Grass 2 (Holcus lanatus?),Holcus lanatus,40,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,3,Grass 3 (Agrostis capillaris?),Agrostis capillaris,25,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,3,senesced grass,senesced grass,20,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,4,Thistle,Cirsium arvense,15,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,4,Grass 1 (Timothy),Phleum pratense,15,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,4,Grass 3 (Agrostis capillaris?),Agrostis capillaris,75,,decorator.juggles.lessening,
2022-06-30,Nell Pates,Knepp,Knepp,M,NA,222,4,senesced grass,senesced grass,10,,decorator.juggles.lessening,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333*,NA,Blackthorn,Prunus spinosa,95,abandoned site,,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333*,NA,mud,mud,75,abandoned site,,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333*,NA,mint,Mentha arvensis,50,abandoned site,,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333*,NA,branches,branches,20,abandoned site,,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Willow sp,Salix fragilis,0,overhang - 80,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Mint,Mentha aquatica,75,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Nettle,Urtica dioica,25,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,H. lanatus,Holcus lanatus,80,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Buttercup 1,Ranunculus repens,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Buttercup 2,Ranunculus acris,,,,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,Bindweed,Calystegia sepium,2,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,1,dead leaves,dead leaves,10,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Willow sp,Salix fragilis,0,overhang - 80,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Mint,Mentha aquatica,20,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,H. lanatus,Holcus lanatus,85,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Grass 2 - Agrostis capillaris,Agrostis capillaris,2,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Buttercup r repens,Ranunculus repens,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Bindweed,Calystegia sepium,20,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,dead leaves,dead leaves,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Big rumex sp,Rumex obtusifolius,20,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,2,Umbellifer sp. water dropwort?,Oenanthe crocata,13,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Willow sp,Salix fragilis,0,overhang - 80,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Mint,Mentha aquatica,11,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Nettle,Urtica dioica,8,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,H. lanatus,Holcus lanatus,95,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Grass 2 - Agrostis capillaris,Agrostis capillaris,2,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Buttercup r repens,Ranunculus repens,15,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,sticks,sticks,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,3,Big rumex sp,Rumex obtusifolius,20,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Willow sp,Salix fragilis,0,overhang - 80,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Mint,Mentha aquatica,60,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Nettle,Urtica dioica,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,H. lanatus,Holcus lanatus,65,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Grass 2 - Agrostis capillaris,Agrostis capillaris,2,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Buttercup r repens,Ranunculus repens,25,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Big rumex sp,Rumex obtusifolius,20,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,White clover,Trifolium repens,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,Bindweed,Calystegia sepium,8,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,333,4,dead leaves,dead leaves,5,,files.idealist.everybody,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Dry grass sp?,Poa trivialis,50,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,"Fluffy, purple stem",Epilobium parviflorum,9,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Big leaves and flower spikes,Plantago major,60,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Tiny blue,Veronica arvensis,2,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Buttercup r repens,Ranunculus repens,15,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Senesced Stellaria graminea?,Cerastium fontanum,5,senesced,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Red stem shrub,Epilobium ciliatum,3,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,Rumex sp? big one,Rumex obtusifolius,0,overhang - 5,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,sticks,sticks,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,1,dead leaves,dead leaves,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Dry grass sp?,Poa trivialis,15,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,"Fluffy, purple stem",Epilobium parviflorum,20,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Big leaves and flower spikes,Plantago major,45,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Tiny blue,Veronica arvensis,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Buttercup r repens,Ranunculus repens,15,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Senesced S graminea?,Cerastium fontanum,8,senesced,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Red stem shrub,Epilobium ciliatum,1,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Rumex sp? big one,Rumex obtusifolius,25,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,Tiny purple,Epilobium ciliatum,0.1,only photos,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,sticks,sticks,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,2,dead leaves,dead leaves,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,"Fluffy, purple stem",Epilobium parviflorum,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Big leaves and flower spikes,Plantago major,50,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Tiny blue,Veronica arvensis,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Buttercup r repens,Ranunculus repens,6,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Red stem shrub,Epilobium ciliatum,1,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Daisy sp “mossy leaves”,Tripleurospermum inodorum,25,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,8-point starburst,Sherardia arvensis,20,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,clump of dead sticks,sticks,15,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Big dead stem,dead stem,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,3,Ragwort,Senecio jacobaea,3,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,4,"Fluffy, purple stem",Epilobium parviflorum,5,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,4,Big leaves and flower spikes,Plantago major,75,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,4,Tiny blue,Veronica arvensis,1,,trail.clocks.culling,
2022-07-01,Nell Pates,Knepp,Knepp,N,NA,133,4,Buttercup r repens,Ranunculus repens,10,,trail.clocks.culling,
